name;manufacturer;address_manufacturer;num_order;date_resolution;organization;address_organization;type;class;manufacture_place;trial_organization;trial_address;status
Помпа медицинская инфузионная Viva Vesta, варианты исполнения ZNB-XA, ZNB-XAII, ZNB-XD, ZNB-XK, KL-8052N, с принадлежностями;'Бэйцзин КеллиМед Ко., Лтд';, Китай, Beijing KellyMed Co., Ltd, Room 115, 4# Building, No.2 Tiyuan West Road, Haidian District Beijing, P.R. China, Китай;641/2016;07.07.2016;ООО 'МедИнВест';123007, Россия, г. Москва, 2-ой Хорошевский пр., д. 7, корп. 1;;2а;Beijing KellyMed Co., Ltd, 2nd Floor, No.1 Building, No.2 Jingshengnan Street #15, Jinqiao Industrial Base, Zhongguancun Science Park Tongzhou Sub-Park, Tongzhou District, P.R.China;;;2016-11-17 Завершено
Игла инъекционная одноразовая стерильная Neolus Needle;'ТЕРУМО ЮРОП Н.В.';, Бельгия, TERUMO EUROPE N.V., Interleuvenlaan 40, 3001 Leuven, Belgium, Бельгия;433/2019;04.09.2019;ООО 'Терумо Рус';123112, Россия, Москва, ул. Тестовская, д. 10, этаж 13, пом. I, комн. 5;309510;2а;TERUMO EUROPE N.V., Interleuvenlaan 40, 3001 Leuven, Belgium;;;2019-11-06 Завершено
Система стент-графта для аорты SEAL Stent-Graft с дополнительной расширенной частью;'Эс-энд-Джи БИОТЕХ ИНК.';, Корея, S&G BIOTECH INC., Sangdaewon-dong, Jungang Induspia # 304-307, 304, 449, Dunchon-daero, Jungwon-gu, Seongnam-si, Gyeonggi-do, Korea, Корея;846/2015;21.09.2015;ООО 'Биотек-Рус';127015, Россия, Москва, ул. Большая Новодмитровская, д. 59;219780;3;S&G BIOTECH INC., Jungang Induspia #304, #305, #306, #307, 449, Dunchon-daero, Jungwon-gu, Seongnam-si, Gyeonggi-do, 462-713, Korea;;;2016-01-18 Завершено
Система электроэнцефалографическая NeurOne;'Мега Электроникс Лтд';, Финляндия, Mega Electronics Ltd, Pioneerinkatu 6, FI-70800 Kuopio, Finland, Финляндия;640/2016;07.07.2016;ЗАО 'Медицинские системы';199178, Россия, г. Санкт-Петербург, 10-я линия В.О., д. 17, корп. 2, лит. А, пом. 1Н;291830;2а;Mega Electronics Ltd, Pioneerinkatu 6, FI-70800 Kuopio, Finland;;;2016-07-29 Завершено
Оборудование терапевтическое с вакуумным и вибрирующим действием, модель: серия MD-3a-Aesthetic vacuum massage, с принадлежностями;'Рэйс Медикал энд Бьюти Екуипмент Ко., Лтд.';, Китай, Race Medical & Beauty Equipment Co.,Ltd., No.23, Fenghuang 4Rd., Jiulong Industrial Park, Luogang Development District, Guangzhou City, China, Китай;845/2015;21.09.2015;ООО 'МИТРИДАТ';109125, Россия, г. Москва, ул. Шоссейная, д. 1В, стр. 10;186240;2а;No. 23, Fenghuang 4Rd., Jiulong Industrial Park, Luogang Development District, Guangzhou City, China;;;2015-10-14 Завершено
Калибратор для количественного определения ненасыщенной железосвязывающей способности (UIBC) на анализаторах биохимических Cobas c 311, Cobas Integra 400 plus, Cobas Integra 800 и платформах модульных cobas 6000, cobas 8000 (Fe Standard, Roche/Hitachi);'Рош Диагностикс ГмбХ';, Германия, Roche Diagnostics GmbH, Sandhofer Strasse 116, 68305 Mannheim, Germany, Германия;639/2016;07.07.2016;ООО 'Рош Диагностика Рус';107031, Россия, г. Москва, Трубная площадь, д. 2;293070;2а;Roche Diagnostics GmbH, Sandhofer Strasse 116, 68305 Mannheim, Germany;;;2017-03-06 Завершено
Инструменты хирургические для травматологии и ортопедии оттесняющие с принадлежностями;'Зиммер ГмбХ';, Швейцария, Zimmer GmbH, Sulzerallee 8, Winterthur, CH-8404, Switzerland, Швейцария;844/2015;21.09.2015;ООО 'Зиммер СНГ';119048, Россия, г. Москва, ул. Усачева, д. 29, корп. 9;245410;1;"1. Zimmer GmbH, Sulzerallee 8, Winterthur, CH-8404, Switzerland.
2. GREATBATCH MEDICAL, 10000 Wehrle Drive, Clarence, New York, 14031, USA.
3. GREATBATCH MEDICAL, 4545 Kroemer Road, Fort Wayne, Indiana 46818, USA.
4. GREATBATCH MEDICAL, 3735 North Arlington Ave., Indianapolis, IN 46218, USA.
5. Greatbatch Medical, S. de R.L. de C.V., Boulevard H&#233,ctor Ter&#225,n #20120, Ciudad Industrial, Tijuana, B.C., 22444, Mexico.";;;2015-11-13 Завершено
Помпа медицинская шприцевая высокого давления Viva Vesta, варианты исполнения SinoPower-S, SinoPower-D, с принадлежностями;'Сино Медикал-Дивайс Технолоджи Ко., Лтд.';, КНР, Sino Medical-Device Technology Co., Ltd., 6th Floor, Building 15, No. 1008, Songbai Road, Nanshan District, 518055 Shenzhen, P.R. China, КНР;638/2016;07.07.2016;ООО 'МедИнВест';123007, Россия, г. Москва, 2-ой Хорошевский пр., д. 7, корп. 1;245020;2а;Sino Medical-Device Technology Co., Ltd., 6th Floor, Building 15, No. 1008, Songbai Road, Nanshan District, 518055 Shenzhen, P.R. China;;;2016-11-17 Завершено
Аппарат для электроодонтодиагностики пульпы зуба в комплекте с электродами «ПульпЭст» (PulpEst) по ТУ 9442-003-56755207-2013;ЗАО 'Геософт Дент';129090, Россия, г. Москва, 2-й Троицкий пер., д. 6А, стр. 5, Россия;483/2015;21.09.2015;ЗАО 'Геософт Дент';129090, Россия, г. Москва, 2-й Троицкий пер., д. 6А, стр. 5;119370;2а;129090, Москва, 2-й Троицкий пер., д. 6 а, стр. 13;;;2015-10-23 Завершено
Набор реагентов для определения генетических полиморфизмов, ассоциированных с метаболизмом клопидогрела, методом ПЦР в режиме реального времени (ФармакоГенетика Клопидогрел) по ТУ 9398-043-46482062-2015;ООО 'ДНК-Технология ТС';117246, Россия, Москва, Научный пр-д, д. 20, стр. 4, Россия;637/2016;07.07.2016;ООО 'НПО ДНК-Технология';142281, Россия, Московская область, г. Протвино, ул. Железнодорожная, д. 20;335100;2б;ООО 'ДНК-Технология ТС', 117246, Россия, Москва, Научный пр-д, д. 20, стр. 4;;;2019-12-12 Завершено
Набор реагентов для выявления ДНК  Streptococcus pneumoniae методом полимеразной цепной реакции в режиме реального времени (РеалБест ДНК  Streptococcus pneumoniae) по ТУ 9398-511-23548172-2015;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК, Россия;862/2015;21.09.2015;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК;257710;2б;"1. 630559, Новосибирская обл., Новосибирский район, п. Кольцово, Промзона, корпус 36.
2. 630128, г. Новосибирск, ул. Пасечная, д. 3";;;2016-02-01 Завершено
Комплект реагентов для экстракции ДНК/РНК из биологического материала 'АмплиПрайм® МАГНО-сорб' по ТУ 9398-004-09286667-2015;ООО 'НекстБио';111394, Россия, г. Москва, ул. Полимерная, д. 8, стр. 2, Россия;636/2016;07.07.2016;ООО 'НекстБио';111394, Россия, г. Москва, ул. Полимерная, д. 8, стр. 2;;2а;ООО 'НекстБио', 111394, Москва, ул. Полимерная, д. 8, стр. 2;;; 
Матрац ортопедический противопролежневый MA - 'LUOMMA' по ТУ 9396-002-63055870-2014;ООО 'Экотен';197110, Россия, г. Санкт-Петербург, Константиновский пр., д.18, лит. А, Россия;861/2015;21.09.2015;ООО 'Экотен';197110, Россия, г. Санкт-Петербург, Константиновский пр., д.18, лит. А;167990;1;196650, Санкт-Петербург, г. Колпино, ул. Загородная, д. 6;;;2015-11-05 Завершено
Микрокатетер внутрисосудистый Penumbra PX SLIM;'Пенумбра, Инк.';, США, Penumbra, Inc., 1351 Harbor Bay Parkway Alameda, CA 94502, USA, США;860/2015;21.09.2015;ООО 'Элмас';141190, Россия, г. Фрязино, Заводской проезд, д. 4;131670;3;1351 Harbor Bay Parkway Alameda, CA 94502, USA;;;2016-01-20 Завершено
Стойки медицинские для аппаратуры СА;'Мединдустрия Сервис';223043, Республика Беларусь, Минский р-н, Папернянский с/с, р-н д. Дубовляны, производственная база ООО «Датума», кабинет 35, Республика Беларусь;859/2015;21.09.2015;ООО 'ЕвроМед';121357, Россия, Москва, ул. Верейская, д. 29, стр. 133;136860;1;223043, Республика Беларусь, Минский р-н, Папернянский с/с, р-н д. Дубовляны, производственная база ООО 'Датума';;;2015-11-18 Завершено
Прибор автоматизированной электронной диагностики кишечной инвагинации у детей на основе объемно-манометрической пробы «АЭСДИ ОМП-01» по ТУ 9444-004-83713128-2015;ООО 'Доказательная медицина';445037, Россия, г. Тольятти, ул. Фрунзе, д. 14Б, офис 347, Россия;858/2015;21.09.2015;ООО 'Доказательная медицина';445037, Россия, г. Тольятти, ул. Фрунзе, д. 14Б, офис 347;267270;2а;ООО 'Доказательная медицина', 445009, Самарская обл., г. Тольятти, Центральный район, ул. Радищева, д. 43, ком. 2;;;2016-02-18 Завершено
Микрокатетер внутрисосудистый Penumbra Velocity;'Пенумбра, Инк.';, США, Penumbra, Inc., 1351 Harbor Bay Parkway Alameda, CA 94502, USA, США;857/2015;21.09.2015;ООО 'Элмас';141190, Россия, Московская область, г. Фрязино, Заводской проезд, д. 4;131670;3;Penumbra, Inc., 1351 Harbor Bay Parkway Alameda, CA 94502, USA;;;2015-11-20 Завершено
Калибраторы для обеспечения правильности количественного определения общего T4 иммунохемилюминесцентным методом в сыворотке и плазме крови человека на иммунохимических анализаторах Alinity i 'Т4 Общий Калибраторы (Alinity i Total T4 Calibrators)';'Эбботт Ирландия, Диагностическое подразделение';, Ирландия, Дальнее зарубежье, Abbott Ireland Diagnostics Division, Lisnamuck, Longford, Co. Longford, Ireland, Ирландия;788/2018;03.10.2018;ООО 'Эбботт Лэбораториз';125171, Россия, г. Москва, Ленинградское шоссе, д. 16А, стр. 1;206900;2а;Abbott Ireland Diagnostics Division, Lisnamuck, Longford, Co. Longford, Ireland;;;2019-01-09 Завершено
